79,1,1020.00,283.00,68.00,133.00,0.77
80,1,1000.80,281.40,83.20,155.40,0.78
81,1,971.40,284.77,102.51,174.87,0.81
82,1,943.08,311.66,122.85,173.05,0.85
83,1,913.98,337.76,135.40,161.33,0.82
84,1,888.57,358.50,145.76,151.76,0.84
85,1,866.28,379.06,149.52,137.72,0.88
86,1,842.78,401.02,151.11,124.34,0.67
87,1,822.02,425.54,146.80,105.54,0.81
88,1,800.45,450.99,140.64,83.26,0.72
90,1,762.80,500.15,120.54,48.08,0.68
91,1,745.09,516.27,112.05,42.14,0.63
92,1,727.88,525.87,108.14,45.80,0.64
93,1,712.21,536.60,106.25,44.52,0.57
96,1,674.39,562.52,102.99,59.07,0.60
97,1,667.62,567.50,100.22,66.83,0.65
98,1,658.85,575.92,97.25,71.89,0.68
99,1,651.56,582.79,93.46,74.52,0.57
100,1,646.87,585.87,92.12,77.97,0.58
292,2,808.00,426.00,67.00,134.00,0.76
293,2,805.60,410.00,65.40,154.80,0.78
294,2,803.58,397.51,65.87,164.50,0.79
295,2,806.03,387.64,66.80,154.17,0.87
296,2,809.84,376.42,69.31,171.19,0.85
297,2,815.34,370.84,74.38,193.58,0.87
298,2,822.64,364.40,80.20,198.65,0.84
299,2,827.96,360.29,88.88,199.53,0.88
300,2,831.85,358.40,96.01,198.18,0.88
301,2,835.82,357.98,101.29,201.97,0.89
302,2,838.56,358.68,102.66,203.23,0.88
303,2,840.14,357.87,101.74,203.48,0.89
304,2,841.26,357.76,95.39,199.45,0.88
305,2,840.83,359.24,89.35,195.70,0.87
306,2,837.83,360.63,85.62,192.15,0.85
307,2,834.61,363.28,80.83,191.37,0.81
308,2,833.30,365.70,76.95,192.33,0.80
309,2,833.44,371.31,70.06,162.26,0.80
310,2,830.62,379.38,66.17,152.24,0.76
311,2,828.21,392.51,58.59,145.52,0.83
312,2,824.45,408.86,50.98,130.12,0.81
313,2,818.04,429.59,45.69,107.67,0.75
314,2,813.12,452.74,50.89,86.30,0.73
326,3,884.00,271.00,86.00,143.00,0.79
327,3,868.80,291.00,94.00,174.20,0.84
328,3,849.49,333.57,102.23,187.77,0.88
329,3,829.27,395.85,112.56,192.35,0.90
330,3,816.90,464.39,114.69,185.73,0.88
331,3,815.85,530.22,110.24,174.39,0.88
332,3,827.47,599.17,96.39,127.31,0.80
