104,1,425.00,625.00,70.00,90.00,0.73
105,1,419.40,625.00,69.20,90.80,0.73
170,2,367.00,296.00,235.00,265.00,0.81
171,2,379.80,297.60,234.20,302.60,0.88
172,2,391.53,310.44,237.90,325.02,0.88
173,2,409.35,341.63,219.84,321.69,0.86
174,2,428.49,379.44,200.72,312.29,0.89
175,2,438.83,416.66,193.20,285.67,0.90
176,2,445.12,453.48,186.90,255.25,0.88
177,2,448.74,493.48,191.13,222.71,0.77
179,2,497.58,582.62,122.94,131.14,0.59
180,2,498.34,583.75,131.93,117.79,0.90
181,2,489.62,590.28,147.07,108.62,0.82
182,2,483.79,590.99,160.41,106.02,0.77
183,2,478.05,600.29,172.16,97.50,0.65
184,2,477.60,612.11,178.67,88.72,0.73
185,2,479.91,618.78,180.50,89.61,0.69
187,2,487.44,636.17,109.66,79.59,0.61
188,2,486.92,638.81,84.89,78.31,0.63
190,2,478.33,625.96,87.34,92.51,0.57
191,2,472.10,617.83,87.95,100.03,0.76
192,2,469.27,611.36,85.97,106.75,0.71
193,2,468.47,608.72,80.98,108.10,0.77
194,2,467.74,605.71,76.96,104.01,0.65
195,2,464.88,605.82,78.29,107.45,0.68
196,2,461.26,606.51,80.79,108.06,0.70
226,3,499.00,599.00,76.00,116.00,0.78
227,3,494.20,594.20,76.80,121.60,0.84
228,3,490.21,591.77,76.19,124.18,0.88
229,3,486.52,587.10,76.76,128.14,0.89
230,3,482.49,590.03,75.46,125.71,0.89
231,3,476.21,596.26,74.30,118.94,0.87
232,3,467.83,607.11,72.50,108.63,0.88
233,3,455.26,619.47,74.72,97.19,0.81
234,3,447.64,636.60,70.75,80.35,0.53
485,4,263.00,289.00,142.00,225.00,0.81
486,4,274.20,297.00,141.20,247.40,0.79
487,4,269.41,290.28,158.03,300.89,0.84
488,4,289.74,291.22,148.40,335.77,0.84
489,4,302.02,305.32,146.16,360.26,0.86
490,4,301.24,344.72,184.01,357.21,0.85
491,4,280.50,399.23,241.16,319.33,0.88
492,4,286.64,460.26,259.46,262.17,0.71
495,4,330.46,557.57,229.45,154.54,0.76
496,4,344.37,552.33,217.24,152.73,0.84
497,4,353.50,558.13,210.85,151.88,0.59
498,4,366.53,560.53,195.81,155.06,0.58
499,4,384.47,564.21,172.53,153.68,0.61
500,4,398.56,565.48,154.68,152.16,0.80
501,4,410.46,568.18,144.94,149.80,0.64
502,4,417.34,569.39,137.91,147.81,0.82
503,4,422.61,577.00,133.17,141.12,0.57
504,4,430.97,581.41,123.47,134.08,0.58
506,4,447.87,593.86,116.60,118.53,0.86
507,4,457.44,597.46,116.28,114.88,0.81
508,4,466.72,602.71,110.73,109.57,0.70
509,4,472.53,605.04,110.03,106.39,0.84
510,4,480.47,607.73,107.77,105.37,0.81
511,4,486.46,610.58,107.64,104.41,0.71
512,4,494.44,613.47,108.30,100.76,0.84
513,4,501.81,617.08,108.58,98.84,0.72
516,4,515.26,620.85,106.31,94.37,0.62
517,4,518.32,622.26,105.35,92.64,0.66
518,4,520.66,622.71,105.02,93.41,0.67
520,4,519.26,628.38,110.43,89.09,0.54
525,4,535.42,640.67,104.63,76.07,0.56
526,4,536.94,642.18,102.61,74.23,0.65
527,4,535.44,642.66,102.64,73.67,0.74
528,4,535.46,642.77,101.34,73.52,0.72
529,4,535.35,642.07,100.88,74.18,0.74
530,4,534.54,640.41,102.07,75.13,0.76
531,4,534.16,641.09,102.53,74.85,0.76
532,4,535.27,641.97,102.72,74.10,0.81
533,4,534.96,643.60,104.80,72.51,0.79
534,4,534.14,646.86,106.89,69.92,0.74
535,4,531.17,652.09,106.38,64.94,0.60
536,4,526.68,660.16,102.88,57.63,0.70
537,4,522.93,672.88,99.53,44.45,0.69
