199,1,854.00,308.00,98.00,91.00,0.72
200,1,856.40,310.40,98.00,87.00,0.73
201,1,855.32,310.09,99.54,87.78,0.75
202,1,851.10,306.87,96.20,88.81,0.80
203,1,848.27,304.37,96.60,90.61,0.77
204,1,844.56,303.62,95.31,86.16,0.71
205,1,843.42,302.76,95.61,85.95,0.74
206,1,841.73,308.10,99.22,85.89,0.51
208,1,840.30,321.68,104.69,94.81,0.73
209,1,836.87,327.15,107.16,99.37,0.79
210,1,831.70,332.40,109.36,99.75,0.75
211,1,826.53,334.36,107.54,100.47,0.67
212,1,820.67,337.63,107.44,104.61,0.58
213,1,818.56,331.71,118.61,126.79,0.62
214,1,817.80,321.06,126.51,149.06,0.79
215,1,786.53,314.11,161.95,170.39,0.79
216,1,802.97,324.35,146.49,175.75,0.72
217,1,794.50,315.76,163.88,208.08,0.58
218,1,783.34,332.69,188.14,214.24,0.81
219,1,772.21,359.90,217.88,213.39,0.91
220,1,759.85,381.75,252.94,221.54,0.86
221,1,746.39,393.39,288.45,248.41,0.70
222,1,802.30,480.98,250.79,199.06,0.83
223,2,713.00,413.00,195.00,115.00,0.85
224,2,702.60,421.00,179.00,104.60,0.79
224,1,920.81,599.95,140.00,112.64,0.81
225,2,689.46,432.12,193.25,93.80,0.84
226,2,674.69,445.41,167.53,85.59,0.85
227,2,660.19,458.10,157.90,76.58,0.87
228,2,644.39,471.26,173.86,73.80,0.79
229,2,632.63,485.13,159.24,66.44,0.79
230,2,618.62,493.95,155.87,63.84,0.81
231,2,605.26,501.33,175.34,63.28,0.81
232,2,597.39,509.03,155.67,63.29,0.70
233,2,601.98,513.32,132.66,63.46,0.65
237,2,600.98,514.09,135.29,77.30,0.55
239,2,608.77,513.04,125.73,79.83,0.52
240,2,614.20,504.33,116.39,67.31,0.59
241,2,607.03,502.83,118.92,79.39,0.53
242,2,592.53,496.25,133.25,93.11,0.71
243,2,580.90,491.14,142.90,103.50,0.82
244,2,576.43,492.63,144.18,104.11,0.85
244,3,738.00,552.00,254.00,145.00,0.86
245,2,572.97,490.67,143.32,104.87,0.84
245,3,746.00,500.80,242.00,174.60,0.83
246,2,571.20,487.31,142.26,108.29,0.82
246,3,755.39,450.23,224.78,201.70,0.74
247,2,571.38,487.26,138.52,107.02,0.85
247,3,759.16,399.86,206.34,221.31,0.88
248,2,571.00,485.29,135.72,108.35,0.83
248,3,761.48,352.96,185.99,237.06,0.87
249,2,570.36,483.23,134.66,111.38,0.80
249,3,754.00,323.01,181.17,231.18,0.88
250,2,569.59,479.22,133.59,115.07,0.68
250,3,746.59,302.12,179.47,214.88,0.86
251,2,578.75,476.38,124.55,114.52,0.65
251,3,729.77,297.19,198.95,185.20,0.71
252,2,572.21,473.97,130.65,117.45,0.69
252,3,733.65,297.30,193.94,152.24,0.73
253,2,572.56,471.14,127.53,117.88,0.72
254,2,590.90,469.41,106.26,110.83,0.57
255,2,608.29,468.79,82.99,86.59,0.68
256,2,614.80,467.22,70.96,76.25,0.68
257,2,614.99,466.04,65.54,73.85,0.73
258,2,611.19,464.28,67.22,74.56,0.69
259,2,610.01,462.33,66.38,73.50,0.67
260,2,610.95,460.31,63.52,72.54,0.72
261,2,609.10,458.96,64.17,72.28,0.63
262,2,600.86,456.49,70.70,77.70,0.55
263,2,590.77,453.67,78.24,92.75,0.59
264,2,568.99,450.12,97.18,114.43,0.64
265,2,582.43,443.91,78.99,102.33,0.73
266,2,561.92,439.27,94.22,121.27,0.76
267,2,551.58,430.86,94.05,133.43,0.85
268,2,548.12,424.34,86.15,139.66,0.83
269,2,542.41,419.23,82.21,143.97,0.81
270,2,538.48,416.01,74.73,146.83,0.73
271,2,533.19,413.56,69.87,147.20,0.78
272,2,523.94,412.70,69.58,145.92,0.66
273,2,514.75,411.19,68.84,145.27,0.60
274,2,504.17,408.77,73.35,145.55,0.68
275,2,491.95,407.28,84.16,145.55,0.82
276,2,478.59,405.51,94.49,144.14,0.76
277,2,465.91,405.59,103.63,141.53,0.79
278,2,452.89,408.37,113.52,136.49,0.83
279,2,439.76,411.53,124.28,133.16,0.84
280,2,428.45,412.77,132.29,129.21,0.80
281,2,421.60,411.94,136.72,129.74,0.80
282,2,415.36,408.35,140.89,133.25,0.73
283,2,412.50,401.78,136.15,139.16,0.72
284,2,412.44,395.43,126.27,145.28,0.82
285,2,412.21,388.51,118.25,152.78,0.83
286,2,412.44,385.25,110.48,153.08,0.80
287,2,410.14,384.74,110.28,150.50,0.77
288,2,408.13,384.01,109.53,147.44,0.75
289,2,406.28,383.83,107.90,145.56,0.71
290,2,402.47,383.20,107.95,142.82,0.76
291,2,401.91,382.38,103.31,139.10,0.66
292,2,399.93,383.50,102.23,132.34,0.70
413,4,882.00,325.00,237.00,305.00,0.86
414,4,788.40,382.60,323.40,311.40,0.64
415,4,845.04,450.28,246.08,251.38,0.77
416,4,840.71,534.21,204.43,176.82,0.82
417,4,820.26,556.30,182.71,158.89,0.82
