257,1,215.00,469.00,104.00,125.00,0.80
258,1,247.00,490.60,96.00,164.20,0.71
259,1,288.90,517.60,81.77,164.06,0.84
260,1,330.27,546.61,80.07,163.26,0.79
261,1,351.37,579.08,92.36,138.86,0.70
262,1,375.25,612.24,95.33,108.21,0.73
263,1,394.18,618.20,93.61,101.59,0.72
264,1,408.56,627.14,96.30,91.66,0.67
265,1,420.37,636.23,99.25,82.52,0.63
266,1,426.59,644.07,103.61,74.34,0.74
267,1,429.57,644.01,103.91,74.07,0.71
268,1,433.74,645.26,101.30,72.68,0.77
269,1,438.47,645.94,96.21,71.13,0.80
270,1,439.43,647.94,94.22,70.18,0.79
271,1,439.95,649.76,91.46,67.96,0.81
272,1,440.24,650.80,89.75,66.72,0.83
273,1,441.25,654.44,87.11,62.97,0.76
274,1,442.52,658.98,86.15,59.05,0.75
275,1,444.01,661.72,82.46,55.78,0.70
276,1,446.88,663.15,59.98,52.72,0.69
277,1,448.45,662.72,50.64,53.29,0.70
278,1,448.66,661.81,52.84,54.94,0.77
279,1,451.62,660.73,54.79,56.27,0.73
280,1,453.87,660.24,52.84,54.83,0.79
281,1,457.21,661.31,49.48,53.71,0.80
282,1,462.41,659.59,47.72,49.29,0.77
283,1,468.93,658.15,44.42,51.28,0.80
284,1,481.62,660.35,43.41,48.59,0.75
285,1,494.79,663.87,41.75,47.68,0.78
286,1,506.10,665.76,41.98,48.09,0.77
287,1,518.69,666.39,41.43,46.94,0.78
288,1,531.11,663.15,42.00,48.61,0.78
289,1,542.69,659.99,41.58,49.90,0.77
290,1,556.71,656.79,40.13,47.77,0.64
291,1,569.59,652.84,41.02,49.01,0.56
292,1,579.93,648.13,42.70,52.12,0.71
293,1,587.42,647.04,42.02,51.99,0.60
294,1,592.43,646.00,42.47,62.47,0.74
295,1,591.98,642.54,43.97,68.69,0.71
296,1,589.61,635.54,48.48,76.22,0.72
297,1,586.74,625.95,53.97,86.64,0.71
298,1,586.72,616.01,56.76,91.46,0.82
299,1,592.14,605.70,58.51,96.49,0.78
300,1,597.28,597.86,60.44,98.46,0.85
301,1,601.68,589.75,62.45,101.06,0.67
302,1,609.61,582.21,61.30,102.64,0.84
303,1,616.41,576.79,62.08,104.45,0.87
304,1,622.72,573.51,60.42,104.45,0.86
305,1,627.53,571.73,62.35,105.64,0.84
306,1,631.16,569.88,63.70,108.60,0.80
307,1,632.37,569.91,65.49,119.93,0.79
308,1,633.95,571.82,62.29,114.29,0.84
309,1,633.60,575.49,58.30,109.71,0.85
310,1,627.15,580.31,59.48,105.22,0.86
311,1,619.52,586.87,59.24,101.47,0.85
312,1,610.53,596.07,59.13,95.34,0.85
313,1,599.12,608.38,58.43,88.26,0.84
314,1,586.15,619.74,58.16,81.56,0.86
315,1,570.72,629.95,60.04,76.44,0.83
316,1,555.89,638.24,58.78,74.06,0.67
317,1,540.36,643.70,55.62,71.24,0.61
330,2,500.00,622.00,55.00,82.00,0.78
331,2,499.20,622.00,55.80,78.00,0.73
353,3,151.00,316.00,89.00,132.00,0.78
354,3,154.20,318.40,93.00,133.60,0.80
355,3,156.33,316.56,92.24,135.44,0.76
356,3,157.84,317.48,92.75,133.75,0.77
357,3,157.51,317.83,92.19,127.89,0.76
358,3,155.17,316.47,91.28,123.04,0.78
359,3,155.04,318.94,89.56,115.03,0.83
361,3,168.84,343.03,61.18,67.54,0.53
393,3,95.09,313.00,95.95,126.94,0.76
394,3,98.09,333.55,106.45,132.92,0.86
395,3,114.25,377.09,113.59,121.06,0.86
396,3,145.30,432.39,102.27,91.65,0.75
403,4,224.00,521.00,136.00,104.00,0.80
404,4,222.40,525.80,139.20,94.40,0.60
406,4,220.25,521.41,139.02,93.12,0.65
407,4,219.88,520.73,138.99,96.00,0.63
409,3,206.03,528.45,61.02,100.82,0.52
411,4,209.57,528.13,182.73,131.43,0.69
412,4,212.95,527.09,160.78,110.19,0.60
413,4,216.67,525.13,148.39,97.70,0.66
414,4,217.37,523.03,143.16,91.86,0.65
415,4,217.64,522.31,141.93,90.52,0.68
416,4,215.74,522.05,142.13,89.38,0.72
417,4,213.71,521.97,142.85,89.66,0.83
418,4,210.98,522.61,162.39,124.74,0.74
419,4,210.62,523.41,148.68,116.74,0.68
420,4,209.89,525.75,143.19,106.40,0.69
421,4,209.66,526.00,141.17,116.21,0.70
422,4,208.94,525.45,141.08,124.75,0.69
423,4,208.70,525.86,141.05,130.59,0.68
424,4,207.98,526.65,140.37,132.83,0.66
425,4,208.41,526.32,140.78,135.49,0.71
426,4,207.93,526.82,144.24,137.71,0.70
427,4,207.77,527.01,141.60,137.81,0.74
428,4,207.74,527.08,142.56,139.02,0.70
429,4,207.08,524.51,147.53,141.97,0.67
430,4,206.85,522.87,162.42,146.24,0.68
431,4,208.03,521.59,156.01,145.24,0.68
432,4,205.93,521.10,171.63,149.26,0.77
433,4,203.89,520.92,176.69,150.73,0.76
434,4,205.01,520.21,173.49,149.25,0.73
435,4,205.49,519.95,168.16,148.56,0.69
436,4,203.71,519.21,175.24,152.14,0.73
437,4,204.36,519.59,159.12,143.71,0.64
438,4,203.98,520.43,165.96,142.91,0.71
