92,1,512.00,525.00,76.00,64.00,0.76
221,2,514.00,353.00,106.00,248.00,0.88
223,3,409.00,522.00,130.00,185.00,0.81
224,3,384.20,602.80,116.40,111.40,0.65
225,3,361.70,610.92,112.89,104.87,0.72
308,4,77.00,408.00,163.00,227.00,0.72
309,4,77.00,408.80,163.00,225.40,0.72
310,4,77.00,408.95,163.00,225.86,0.72
311,4,76.22,408.23,177.78,226.80,0.50
313,4,78.08,408.00,165.34,214.06,0.52
314,4,77.14,407.26,164.06,208.00,0.62
315,4,76.87,407.03,163.69,203.35,0.77
317,4,79.66,406.59,160.14,219.52,0.51
319,5,180.00,404.00,134.00,73.00,0.72
320,4,172.69,409.16,127.09,134.94,0.89
321,4,194.64,429.07,111.63,137.49,0.85
322,4,209.34,442.17,108.93,150.64,0.86
323,4,224.28,453.92,107.49,169.91,0.89
324,4,240.04,463.37,111.41,176.52,0.88
325,4,242.42,471.39,133.27,181.13,0.64
326,4,239.10,474.87,146.60,185.49,0.65
327,4,247.90,485.73,141.38,176.68,0.71
328,4,255.40,494.94,121.93,192.51,0.63
329,4,261.63,509.12,88.50,188.56,0.68
330,4,249.65,533.48,83.28,174.97,0.78
331,4,240.02,566.73,86.18,149.33,0.70
