91,1,847.00,261.00,144.00,188.00,0.91
92,1,840.60,265.00,160.80,282.40,0.90
93,1,833.46,258.95,192.16,389.62,0.91
94,1,834.27,269.81,232.91,432.07,0.89
132,2,841.00,265.00,159.00,181.00,0.87
133,2,804.20,263.40,199.80,281.80,0.87
134,2,789.06,257.82,242.78,354.95,0.88
135,2,789.75,275.18,274.08,410.27,0.93
136,2,801.06,362.20,303.66,354.33,0.86
137,2,856.65,492.35,277.99,233.09,0.76
193,3,905.00,303.00,95.00,116.00,0.83
194,3,895.40,306.20,115.00,132.80,0.89
195,3,886.43,325.95,129.46,137.37,0.88
196,3,880.81,358.03,138.64,138.33,0.81
197,3,886.55,396.17,134.11,121.68,0.50
199,3,863.58,485.64,150.40,124.06,0.61
200,3,862.07,534.24,141.38,113.88,0.72
